ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001754463-25-000006	2844601	Common Shares				143.0				I		By 401(k) Plan	
0001403161-25-000115	2844174	Class A Common Stock				239526.0				I		Ryan and Angela McInerney Trust	
0001193125-25-305267	2844425	Common Stock				189787.0				D			
0001805284-25-000155	2844449	Class L-1 common stock				2511005.0				D		by grantor retained annuity trust (GRAT)	
0001805284-25-000155	2844452	Class L-2 common stock				825000.0				I			
0001805284-25-000155	2844451	Class L-1 common stock				675000.0				I			
0001805284-25-000155	2844450	Class L-2 common stock				2361005.0				D		by grantor retained annuity trust (GRAT)	
0001795497-25-000005	2844655	Common Stock				114783.0				I		See footnote	F9
0001795497-25-000005	2844654	Common Stock				205000.0				I		See footnote	F8
0001795497-25-000005	2844653	Common Stock				184249.0				I		See footnote	F7
0001795497-25-000005	2844652	Common Stock				184249.0				I		See footnote	F6
0001795497-25-000005	2844651	Common Stock				135000.0				I		See footnote	F5
0001795497-25-000005	2844650	Common Stock				135000.0				I		See footnote	F5
0001795497-25-000005	2844649	Common Stock				1708749.0				I		See footnote	F4
0001522767-25-000238	2844663	Common stock				6684640.0				I		By the Jon Levine Family Trust	F3
0001522767-25-000236	2844630	Common stock				2000000.0				I		By the Shaw Family Trust	F3
0001140361-25-043997	2844130	Common Stock				150000.0				I		By Family Trust	
0001140361-25-043995	2844270	Common Stock				1000000.0				I		By EMJ Remer Family Trust	
0001140361-25-043995	2844269	Common Stock				5148663.0				I		By Buckrail Partners, LLC	
0001140361-25-043995	2844272	Common Stock				28999.0				I		By Family Trust 1	
0001140361-25-043995	2844271	Common Stock				35000.0				I		By Remer Family Trust	
0001493152-25-025727	2844496	Common Stock				364166.0				D			
0001104659-25-117705	2844658	Common Stock				486036.0				I		By S JBI GRAT 2024 III	F7
0001104659-25-117705	2844657	Common Stock				486036.0				I		By R JBI GRAT 2024 III	F6
0001613801-25-000035	2844219	Common Stock				2062500.0	F4			I		By Matthew Susi 2008 Dynasty Trust	
0001613801-25-000035	2844218	Common Stock				162950.0				I		By Roger E. Susi Revocable Trust	
0001302528-25-000007	2844559	Common Stock				60.0	F1			I		By Trust	
0001550715-25-000005	2844400	Common Stock				80474.0				I		See footnote	F4
0001240122-25-000007	2844696	Common Stock				93750.0				I		By The Grey 2018 Irrevocable Children's Trust	
0001240122-25-000007	2844695	Common Stock				186410.0				I		By The Grey Family Trust dated November 12,1999	
0001687897-25-000007	2844194	Common Stock				384844.0				I		By a family trust	
0001628280-25-054751	2844495	Class A Common Stock				9606.0				I			
0001628280-25-054751	2844494	Class A Common Stock				7320.0				D		See Footnote	F3
0001683168-25-008811	2844514	Common Stock				2666.0				I		by Spouse	
0001193125-25-305224	2844131	Common Stock				173.0				I		401(k) Ownership	
0001193125-25-305221	2844116	Common Stock				2031265.0				I		By GRM Family Limited Partnership	F2
0001193125-25-305216	2844611	Common Stock				1650000.0				I		By Spouse	F4
0001193125-25-305216	2844613	Common Stock				1925000.0				I		By Ava Cloonen Irrevocable Trust	F6
0001193125-25-305216	2844612	Common Stock				1925000.0				I		By Emma Cloonen Irrevocable Trust	F5
0001193125-25-305216	2844610	Common Stock				39875000.0				I		By IIM Holdings II, LLC	F2
0001193125-25-305216	2844609	Common Stock				2575837.0				I		By Bruce Lucas Irrevocable Grantor Retained Annuity Trust of 2014	
0001193125-25-305215	2844168	Common Stock				1925000.0				I		By Spouse	F3
0001193125-25-305215	2844169	Common Stock				1925000.0				I		By Spouse	F4
0001193125-25-305215	2844167	Common Stock				1650000.0				I		By Securus Risk Management, LLC	F2
0001193125-25-305215	2844170	Common Stock				2575837.0				I		By Spouse	F6
0001193125-25-305215	2844171	Common Stock				39875000.0				I		By Spouse	F7
0001907701-25-000012	2844460	Common Stock				759861.0	F5			D			
0001729859-25-000013	2844370	Common Stock				13781.0				I		By Stock Award III	F3
0001729859-25-000013	2844371	Common Stock				12068.0				I		By Stock Award IV	F4
0001729859-25-000013	2844369	Common Stock				4214.0				I		By Stock Award II	F2
0001729859-25-000013	2844368	Common Stock				7051.0				I		By SIM	
0001729859-25-000013	2844367	Common Stock				7620.0				I		By SERP	
0001729859-25-000013	2844366	Common Stock				17130.0				I		By ESOP	
0001729859-25-000013	2844365	Common Stock				60769.0				D		By 401(k)	
0001729859-25-000013	2844372	Common Stock				11723.0				I			
0001752640-25-000013	2844151	Common Stock				12288.0				I			
0001752640-25-000013	2844145	Common Stock				64281.0				D		By ESOP	
0001752640-25-000013	2844146	Common Stock				6683.0				I		By SERP	
0001752640-25-000013	2844147	Common Stock				6459.0				I		By SIM	
0001752640-25-000013	2844148	Common Stock				4683.0				I		By Stock Award II	F2
0001752640-25-000013	2844149	Common Stock				14470.0				I		By Stock Award III	F3
0001752640-25-000013	2844150	Common Stock				12672.0				I		By Stock Award IV	F4
0001145246-25-000008	2844620	Common Stock				42411.75				I		401(k) Plan	
0001729897-25-000013	2844192	Common Stock				54690.0				I			
0001729897-25-000013	2844185	Common Stock				40946.0				I		By ESOP	
0001729897-25-000013	2844184	Common Stock				233808.0				D		By 401(k)	
0001729897-25-000013	2844186	Common Stock				7620.0				I		By SERP	
0001729897-25-000013	2844187	Common Stock				32597.0				I		By SIM	
0001729897-25-000013	2844188	Common Stock				41572.0				I		By Spouse	
0001729897-25-000013	2844189	Common Stock				5933.0				I		By Stock Award II	F2
0001729897-25-000013	2844190	Common Stock				43411.0				I		By Stock Award III	F3
0001729897-25-000013	2844191	Common Stock				50686.0				I		By Stock Award IV	F4
0001472457-25-000007	2844343	Common Stock				94916.0				I		By The Barbarosh Family Trust	
0001505080-25-000007	2844602	Common Stock				529206.0				I		By The Talya Nevo-Hacohen Trust	
0001838630-25-000008	2844579	Common Stock				207.0				I		By Reporting Person's Spouse's IRA	
0001838630-25-000008	2844578	Common Stock				784.0				I		By Reporting Person's IRA	
0001184158-25-000007	2844505	Common Stock				1624750.0				I		By R&A Matros Revocable Trust	
0001193125-25-305138	2844645	Common Stock				7500.0	F1			D			
0001533484-25-000005	2844539	Common Stock - Restricted Stock				6000.0	F2, F3, F1			D			
0001193125-25-305102	2844604	Common Stock				42344.0				D			
0001193125-25-305095	2844125	Common Stock				185426.0				D			
0001628280-25-054693	2844683	No securities are beneficially owned				0.0				D			
0001628280-25-054690	2844305	No securities are beneficially owned				0.0				D			
0000034088-25-000119	2844674	Common Stock				15913.0				I		By Savings Plan	
0000034088-25-000117	2844324	Common Stock				1428.49				I		Savings Plan-by Spouse	
0000034088-25-000117	2844323	Common Stock				9445.35				I		By Savings Plan	
0001193125-25-305047	2844716	Common Stock				31025.0				D			
0000034088-25-000115	2844118	Common Stock				60.63				I		By Savings Plan	
0000034088-25-000113	2844378	Common Stock				6569.54				I		By Savings Plan	
0000034088-25-000113	2844377	Common Stock				8239.0				I		By Family Trust	F4
0000034088-25-000113	2844376	Common Stock				3295.0				I		By Brokerage Account	F3
0000034088-25-000113	2844375	Common Stock				13829.0				I		By Revocable Trust	F2
0000034088-25-000113	2844374	Common Stock				100.0				I		By Dependent Child	
0001193125-25-305036	2844344	Common Stock				4083.51				D			
0001193125-25-305028	2844448	Common Stock				49307.0				D			
0001123292-25-000677	2844175	Common Stock				39814.0				D			
0001628280-25-054682	2844135	Class A Common Stock				5500.0				I		By the Cabral Family Trust, dated April 17, 2001	F2
0001628280-25-054680	2844215	Class A Common Stock				11869.0				I		By Mark Carges Revocable Trust dated 01/30/2019	F2
0001628280-25-054677	2844510	Class A Common Stock				575282.0				I		By the Ritter-Metzler Revocable Trust dated November 6, 2000	F2
0001628280-25-054677	2844511	Class A Common Stock				92000.0				I		By GABACOR Holdings LLC	F3
0001628280-25-054677	2844512	Class A Common Stock				500000.0				I		By Emergence Capital Partners II, L.P.	F4
0001628280-25-054674	2844325	Class A Common Stock				100000.0	F2			I		By Matt Wallach 2012 Irrevocable Trust dated October 15, 2012	
0001628280-25-054674	2844327	Class A Common Stock				50000.0	F4			I		By Matt Wallach 2012 Irrevocable Non-Grantor Trust dated October 15, 2012	
0001628280-25-054674	2844326	Class A Common Stock				100002.0	F3			I		By Matt Wallach 2013 Irrevocable Trust dated August 13, 2013	
0001818046-25-000008	2844257	Common Stock				3129.0				I		By Stock Award (032423)	F4
0001818046-25-000008	2844256	Common Stock				27566.0				I		By Stock Award	F3
0001582883-25-000003	2844614	Common Stock				48967.0				I		By Stock Award	F4
0001582883-25-000003	2844615	Common Stock				4888.0				I		By Stock Award (032423)	F5
0001478674-25-000003	2844220	Northwest Bancshares, Inc. Common Stock				80601.0				D			
0001193125-25-304899	2844616	Common Stock	F7			12.0				I		Held by Mother-in-Law Custodian for Daughter	
0001280628-25-000006	2844508	Common Stock				1231890.0				I		by Trust	
0001280628-25-000006	2844506	Common Stock				17120.0				I		Trust FBO Daughter	
0001280628-25-000006	2844507	Common Stock				17120.0				I		Trust FBO Son	
0001437749-25-036619	2844608	Class A Voting Common Stock				3968309.0				I		By Priam Capital Fund II, LP	F1
0001437749-25-036617	2844437	Common Stock				823923.0	F2, F1			I		FRMO Corp.	
0001437749-25-036617	2844440	Common Stock				952.0	F1			I		Horizon Kinetics Asset Management LLC	
0001437749-25-036617	2844436	Common Stock				5.0				I		Spouse	
0001437749-25-036617	2844439	Common Stock				5810.0	F1			I		Kinetics Partners LP	
0001437749-25-036617	2844438	Common Stock				6900.0	F1			I		Kinetics Institutional Partners LP	
0001628280-25-054641	2844123	Common Stock, par value $0.001 per share				1783115.0				D			
0001628280-25-054641	2844121	Common Stock, par value $0.001 per share				124.0				I		See Footnote	F1
0001628280-25-054641	2844122	Common Stock, par value $0.001 per share				99073.0				I		See Footnote	F2
0001193125-25-304800	2844509	Common Stock (Held by Spouse as Custodian for Daughter)				8.0				I		By Spouse As Custodian for Daughter	
0000080424-25-000260	2844316	Common Stock				895.98				I			
0000080424-25-000260	2844314	Common Stock				370.6				I		By Spouse, By Retirement Plan Trustee	
0000080424-25-000260	2844315	Common Stock				3444.13				I		By Spouse, International Stock Ownership Plan & Pension Plan	
0000080424-25-000260	2844312	Common Stock				1345.04				D		By Retirement Plan Trustee	
0000080424-25-000260	2844313	Common Stock				5051.06				I		By Spouse	
0001104659-25-117569	2844623	Common Stock				59000.0				I		Held by Irrevocable Trust for Descendants.	
0001104659-25-117569	2844624	Common Stock				36040.0				I		Held by Children's Irrevocable Trust.	
0001104659-25-117569	2844625	Common Stock				1030.0				I		Held by 401(k) Plan	F3
0001214659-25-017459	2844525	Common Shares				80404.0				I		Madhavpeddi Family Trust	
0001214659-25-017459	2844524	Common Shares				55152.0				I		Azteca Consulting LLC	
0001219153-25-000007	2844717	Common Stock, par value $0.01				14150.0				I		By The Raymond A. Ritchey 2008 Family Trust	
0001628280-25-054606	2844677	Class A Common Stock				1540307.0				I		By Cohn Family Trust 5/24/18	
0001628280-25-054606	2844680	Class A Common Stock				31053279.0				I			
0001628280-25-054606	2844679	Class A Common Stock				13194231.0				I		By Cohn Family Trust U/A/D 3/16/2017	
0001628280-25-054606	2844678	Class A Common Stock				9258298.0	F2			D		Rarefied Air Capital LLC	F3
0001180171-25-000020	2844670	Common Shares				31533.64				I		By 401(K) Plan	
0001180171-25-000020	2844671	Common Shares				997910.0				I		HPLP	F1
0001830165-25-000024	2844138	Common Shares				493.48				I		By 401(K) Plan	
0001829126-25-009577	2844196	Common Stock				0.0	F1			D			
0001540299-25-000012	2844701	Common Stock				64864.0				I		By Revocable Trust	
0000905148-25-004206	2844659	Common Stock				1887.0				I		Held by ICCA Labs, LLC	F4
0000899140-25-001398	2844675	Common Stock				968.0				I		See footnotes	F7, F1
0000899140-25-001398	2844676	Common Stock				31411.0				I		See footnotes	F8, F1
0001104659-25-117461	2844137	Common Stock				3611177.0				I		Hong-Cha Property Trust	
0001628280-25-054588	2844666	Class A Common Stock				201051.0				I		By LLC	
0001628280-25-054588	2844667	Class A Common Stock				442219.0				D			
0001213900-25-116900	2844227	Common Stock				2500000.0				D			
0001213900-25-116899	2844681	Common Stock				7500000.0				D			
0001193125-25-304294	2844617	Common Stock				220816.0				I		By Trust	F3
0001072613-25-000862	2844278	Common Stock				526300.0				I		By Big Red Revocable Trust	
0001072613-25-000862	2844277	Common Stock				817262.0				I		By Petroleum Independent & Exploration LLC	
0001072613-25-000862	2844279	Common Stock				485202.0				I		By Five Sterling LP	
0001072613-25-000862	2844280	Common Stock				42833.0				I		By spouse	
0001140361-25-043847	2844576	Common stock, par value $0.01 per share				21448.0				D			
0001140361-25-043846	2844718	Common stock, par value $0.01 per share				192131.0				D			
0001140361-25-043845	2844345	Common stock, par value $0.01 per share				1276141.0				D			
0001140361-25-043844	2844294	Common stock, par value $0.01 per share				0.0				D			
0001140361-25-043843	2844426	Common stock, par value $0.01 per share				3769.0				D			
0001140361-25-043842	2844354	Common stock, par value $0.01 per share				48087.0				D			
0001304471-25-000014	2844557	Class A Common Stock				1400000.0	F15			D			
0001821737-25-000014	2844330	Common Stock				750000.0				I		Trust	F5
0001821737-25-000014	2844329	Common Stock				750000.0				I		Trust	F4
0001193125-25-304268	2844232	Common Stock				14890.0	F1			D			
0001079847-25-000012	2844573	Common Stock				22020000.0				I		By Limited Partnerships	
0001079847-25-000012	2844571	Common Stock				815511.0				I		By Trusts	
0001079847-25-000012	2844570	Common Stock				50852.0				I		By Spouse	
0001079847-25-000012	2844572	Common Stock				1581500.0				I		By Trust	
0000916076-25-000023	2844119	Common Stock				2000.0				I		SJK HOLDINGS and INVESTMENTS, LLC	
0000916076-25-000023	2844120	Common Stock				4900.0				I		JJ KORALESKI and SF KORALESKI CO-TTEE KORALESKI LIVING TRUST U/A DTD 01/18/1991	
0000887343-25-000277	2844456	Common Stock				10860.0				D			
0001193125-25-304246	2844319	Class A common stock				504500.0	F5			D			
0001880864-25-000007	2844281	Common Stock				300000.0				I		By Trust	F3
0001758614-25-000015	2844364	Common Stock				639881.0				I		Owned by the Brown Asset Holding LLC, which is wholly owned by the Ethan Brown 2022 GRAT.	
0001985187-25-000012	2844479	Class A Common Stock, par value $0.0001 per share				102475.0	F3			I		By Spouse	
0001193125-25-304205	2844574	Common Stock				784.0				D			
0001193125-25-304200	2844433	Common Stock				1000.0				I		Uniform Transfer to Minor Account	F4
0001193125-25-304200	2844432	Common Stock				1000.0				I		Uniform Transfer to Minor Account	F4
0001193125-25-304200	2844431	Common Stock				220816.0				I		By Trust	F3
0001193125-25-304200	2844430	Common Stock				7895115.0				I		By Trust	F2
0000899051-25-000122	2844515	Common Stock				1329.0				I		By 401(k) Plan	
0000899051-25-000122	2844516	Common Stock				7.0				I		VVG Holdings LLC	
0000897069-25-001755	2844134	Common Stock				34411.0				D			
0001433660-25-000068	2844318	Common Stock				8128.0				I		Noruz ehf	F4
0001433660-25-000068	2844317	Common Stock				98407.0				I		Noruz ehf	F3
0001193125-25-304190	2844435	Woodward, Inc. Common Stock				227.0				I		By Woodward Retirement Savings Plan	F3
0001193125-25-304188	2844382	Woodward, Inc. Common Stock				32.0				I		By Woodward Retirement Savings Plan	F3
0001831631-25-000244	2844600	Class A Common Stock				62556.0				I		Bluestar Family Holdings LP	F2
0001831631-25-000240	2844144	Class A Common Stock				2300000.0				I		By JLSSAA Trust	F2
0001193125-25-304171	2844691	Common Stock				258727.0				I		By Carolyn Short 2020 Irrevocable Gift Trust	
0001193125-25-304171	2844692	Common Stock				258727.0				I		By Jay Short 2020 Irrevocable Gift Trust	
0001193125-25-304171	2844693	Common Stock				302324.0				I		By Capia IP, LLC	
0001193125-25-304171	2844694	Common Stock				50.0				I		By Himalaya Parent LLC	F2
0001193125-25-304171	2844690	Common Stock				793547.0				I		By Spouse	
0001829126-25-009570	2844526	Class B Ordinary Shares, $0.0001 par value				7606667.0				I		See Footnote	F1
0001829126-25-009569	2844340	Class B Ordinary Shares, $0.0001 par value				20000.0				D			
0001829126-25-009568	2844523	Class B Ordinary Shares, $0.0001 par value	F1			7606667.0				D			
0001829126-25-009567	2844540	Class B Ordinary Shares, $0.0001 par value				0.0				D			
0001829126-25-009566	2844254	Class B Ordinary Shares, $0.0001 par value				20000.0				D			
0001829126-25-009565	2844152	Class B Ordinary Shares, $0.0001 par value				20000.0				D			
0001829126-25-009564	2844347	Class B Ordinary Shares, $0.0001 par value				0.0				D			
0001251824-25-000006	2844598	Class A Common Stock				32862.0				I		IRA	
0001251824-25-000006	2844599	Class A Common Stock				221656.77				I		401(k)	
0001741560-25-000025	2844409	Common Stock				651818.0				I		By Revocable Trust	
0001741560-25-000025	2844408	Common Stock				2.0				I		By revocable trust	
0001741560-25-000025	2844407	Common Stock				1229864.0				I		By 2024 grantor retained annuity trust	
0001741560-25-000025	2844406	Common Stock				531283.0				I		By family irrevocable trust	
0001741560-25-000025	2844405	Common Stock				23713.0				D			F4
0001741560-25-000025	2844404	Common Stock				3.0				D			F3
0001741560-25-000025	2844411	Common Stock				687811.0				I		By trust for benefit of daughter	
0001741560-25-000025	2844412	Common Stock				687812.0				I		By trust for benefit of son	
0001741560-25-000025	2844413	Common Stock				687812.0				I		By trust for benefit of son	
0001741560-25-000025	2844410	Common Stock				687811.0				I		By trust for benefit of daughter	
0001741560-25-000024	2844160	Common Stock				2.0				I		By revocable trust	
0001741560-25-000024	2844165	Common Stock				687812.0	F2			I		By trust for benefit of son	
0001741560-25-000024	2844159	Common Stock				1229864.0				I		By 2024 grantor retained annuity trust	
0001741560-25-000024	2844164	Common Stock				687812.0	F2			I		By trust for benefit of son	
0001741560-25-000024	2844161	Common Stock				651818.0	F2			I		By Revocable Trust	
0001741560-25-000024	2844163	Common Stock				687811.0	F2			I		By trust for benefit of daughter	
0001741560-25-000024	2844157	Common Stock				23713.0				D			F6
0001741560-25-000024	2844158	Common Stock				531283.0				I		By family irrevocable trust	
0001741560-25-000024	2844162	Common Stock				687811.0	F2			I		By trust for benefit of daughter	
0001741560-25-000024	2844156	Common Stock				3.0				D			F5
0001437749-25-036587	2844328	Class A Common Stock				899.0				D			
0000865752-25-000118	2844466	Common Stock				377945.0	F2			I		By Hilrod Holdings XVIII, L.P.	F1
0000865752-25-000118	2844465	Common Stock				276109.0				I		By Hilrod Holdings XV, L.P.	F1
0000865752-25-000118	2844463	Common Stock				11291136.0				I		By Brandon Limited Partnership No. 1	F1
0000865752-25-000118	2844468	Common Stock				423432.0	F2			I		By Hilrod Holdings XXVI, L.P.	F1
0000865752-25-000118	2844467	Common Stock				52342.0	F2			I		By Hilrod Holdings XXIII, L.P.	F1
0000865752-25-000118	2844464	Common Stock				58773888.0				I		By Brandon Limited Partnership No. 2	F1
0001193125-25-304157	2844517	No securities are beneficially owned.				0.0				D			
0000865752-25-000117	2844276	Common Stock				276109.0				I		By Hilrod Holdings XV, L.P.	F2
0000865752-25-000117	2844275	Common Stock				58773888.0				I		By Brandon Limited Partnership No. 2	F2
0000865752-25-000117	2844274	Common Stock				11291136.0				I		By Brandon Limited Partnership No. 1	F2
0000865752-25-000117	2844273	Common Stock				100000.0				I		By RCS1, LLC	F1
0001739835-25-000003	2844660	Common Shares				0.0	F1			D			
0001468195-25-000003	2844255	Common Shares				6016.0				D			
0001193125-25-304152	2844304	Common Stock				47876.0				I		By Spouse.	
0001253170-25-000017	2844454	Common Stock				4491731.0				I		By Samsara BioCapital, L.P.	F5
0001213900-25-116813	2844461	Common Stock, $0.00001 par value				5200.0				I		See footnote	F2
0001213900-25-116813	2844462	Common Stock, $0.00001 par value				216452.0				D			
0001745916-25-000035	2844211	Common Stock				19056.0	F2			D			
0001745916-25-000035	2844210	Common Stock				15337.0				I		The Jones Family Trust	
0001104659-25-117422	2844203	Common Stock				3000.0				I		By trust	
0001732717-25-000005	2844213	Common Stock				87000.0				I		By Trust	F2
0001732717-25-000005	2844214	Common Stock				65000.0				I		By Trust	F3
0001538591-25-000008	2844401	Common Stock				36000.0	F6			I		Through Living Trust	
0000887343-25-000274	2844703	Common Stock				10860.0				D			
0001193125-25-304118	2844303	common stock, par value $0.1				668.0				I		IRA FBO Walton T Conn, Jr.	
0001816739-25-000007	2844363	Class A Common Stock				40000.0				I		By Alpine Fox LP	F3
0001193125-25-304114	2844455	Common Stock				3259.84	F1			I		By 401(k) Plan	
0001239944-25-000034	2844603	Common Stock				26067.0				I		By ESOP Trust	
0001040470-25-000082	2844264	Common Stock				5211.0				I		By Trust	
0001628280-25-054526	2844361	Common Stock				18043.0				I			
0001628280-25-054526	2844360	Common Stock				16591.0				D		By Defined Benefit Retirement Account	
0001013594-25-001476	2844183	Common Shares, par value $0.001 per share				550317.0				I	F2, F1	By Mason Hill Partners, LP	
0001013594-25-001476	2844182	Common Shares, par value $0.001 per share				659996.0				I	F2, F1	By Kuroto Fund LP	
0001829655-25-000050	2844132	Common Stock				1131.0				I		By 401(k) plan	
0001575872-25-000739	2844352	Common Stock				189.0				D			
0001225208-25-009527	2844217	Common Stock				174.0				I		By Spouse	
0001104659-25-117381	2844417	Common stock, $0.01 par value				34081.0				D			
0000080661-25-000140	2844420	Common				115.24				I		401(k) Plan	
0001193125-25-304053	2844577	Class A Common Stock				165.0				I		By Trust	F2
0001493152-25-025598	2844555	Common Stock				30220.0				I		By LLC	F4
0001493152-25-025598	2844554	Common Stock				298727.0				D		By LLC	F3
0001493152-25-025598	2844556	Common Stock				493015.0				I			
0000065984-25-000159	2844205	Common Stock				2883.0				I			
0000065984-25-000159	2844204	Common Stock				7116.0				D		By spouse	
0000080661-25-000138	2844302	Common				13588.2				I		401(k) Plan	
0001193125-25-304048	2844639	Class B Common Stock				21619137.0				I			
0001193125-25-304048	2844638	Class B Common Stock				2600.0				I		By Family Trust	F6
0001193125-25-304048	2844637	Class A Common Stock				20607.0				I		By ESOP Trust	F7
0001193125-25-304048	2844636	Class A Common Stock				14476.0				I		By ESOP Trust	F7
0001193125-25-304048	2844635	Class A Common Stock				500000.0				I		By Trust	F6
0001193125-25-304048	2844634	Class A Common Stock				200000.0				I		By GRAT 3	F5
0001193125-25-304048	2844633	Class A Common Stock				2695.0				I		By GRAT 2	F4
0001193125-25-304048	2844632	Class B Common Stock				121323.0				D		By GRAT 1	F3
0002022236-25-000006	2844646	Registered Shares				91.0	F1			I		By Child	
0001225208-25-009522	2844341	Common Stock				1731.0				I		By Spouse	
0001628280-25-054490	2844320	Common Stock				1255.0				D			
0001193125-25-304031	2844308	Common Shares				2597268.0				I	F8	By Spouse	
0001193125-25-304031	2844306	Common Shares				1176273.0				D		By Profit Sharing Fund (401(k)) Plan	
0001193125-25-304031	2844307	Common Shares				11300.0				I	F3	By Trust	
0001193125-25-304031	2844309	Common Shares				17995938.0				I	F9	By Spouse through Profit Sharing Fund (401(k)) Plan	
0001193125-25-304031	2844310	Common Shares				23481.0				I	F3	By Hayne Foundation	
0001193125-25-304031	2844311	Common Shares				35140.0				I	F3		
0001810228-25-000004	2844350	Common Stock				102.98	F4			I		By 401(k) Plan	
0001193125-25-304029	2844299	Common Shares				1176273.0				I	F8	By Spouse	
0001193125-25-304029	2844298	Common Shares				35140.0				I	F3	By Hayne Foundation	
0001193125-25-304029	2844297	Common Shares				23481.0				I	F3	By Profit Sharing Fund (401(k) Plan)	
0001193125-25-304029	2844301	Common Shares				2597268.0				I	F9, F3	By Spouse as Trustee	
0001193125-25-304029	2844300	Common Shares				11300.0				I	F3	By Spouse through Profit Sharing Fund (401(k) Plan)	
0001193125-25-304018	2844631	Common Stock				1405000.0				I		See Footnotes	F2, F3
0001796536-25-000005	2844527	Ordinary Shares				57226.0				D			
0001058090-25-000093	2844245	common  stock				50.0				I		Held by son	
0001214659-25-017413	2844117	Common Stock				106412.0				D			
0001036743-25-000004	2844699	Voting Common Stock				140150.0				I		By Peapod II, LLC	
0001036743-25-000004	2844700	Voting Common Stock				127167.0				I		By  2021 Peggy Mahan Family Trust	
0001036743-25-000004	2844698	Voting Common Stock				127167.0				I		By 2021 Chip Mahan Family and Charitable Trust	
0001036743-25-000004	2844697	Voting Common Stock				3032547.0				I		By Marguerite D. Mahan Revocable Trust	
0001437749-25-036563	2844293	Seneca Foods Class A Common				2196.0				D			
0001540838-25-000005	2844605	Common Stock				926.0	F3			D			
0001622058-25-000019	2844513	Common Stock				4733019.0				I		By Medpace Investors, LLC	F4
0001193125-25-303990	2844580	Class A Common				202477.0				D		As beneficiary of a trust	
0001193125-25-303990	2844581	Class A Common				11140.0				I		By Spouse	
0001193125-25-303990	2844582	Class A Common				3728.0				I	F1	As custodian for James Freeman Bailey, Jr.	
0001193125-25-303990	2844583	Class A Common				3367.0				I	F1	As custodian for Royall Holding Bailey	
0001193125-25-303990	2844584	Class A Common				1542.0				I	F1	As custodian for Jones Powell Bailey	
0001193125-25-303990	2844585	Class A Common				268.0				I	F1	By Spouse	
0001193125-25-303990	2844586	Class B Common				2758.0				D		As custodian for James Freeman Bailey, Jr.	
0001193125-25-303990	2844587	Class B Common				1160.0				I	F1	As custodian for Royall Holding Bailey	
0001193125-25-303990	2844588	Class B Common				4867.0				I	F1	As custodian for Jones Powell Bailey	
0001193125-25-303990	2844589	Class B Common				4710.0				I	F1	Frank B. Holding Jr. 2025 #1 GRAT	
0001193125-25-303990	2844590	Class B Common				5068.0				I	F1	Frank B. Holding Jr. 2025 #2 GRAT	
0001193125-25-303990	2844591	Class A Common				106000.0				I		By Spouse as Trustee for the Ruth P. Holding 2025 GRAT	
0001193125-25-303990	2844592	Class A Common				106000.0				I		Frank B. Holding Jr. 2025 #1 GRAT	
0001193125-25-303990	2844593	Class A Common				115000.0				I	F1	Frank B. Holding Jr. 2025 #2 GRAT	
0001193125-25-303990	2844594	Class B Common				32150.0				I		By Spouse as Trustee for the Ruth P. Holding 2025 GRAT	
0001193125-25-303990	2844595	Class B Common				32150.0				I			
0001193125-25-303990	2844596	Class B Common				32300.0				I	F1		
0001214659-25-017409	2844647	Common Stock				106412.0				D			
0001392942-25-000017	2844548	Common Stock				40426120.0				D		By Spouse	
0001392942-25-000017	2844549	Common Stock				607399.0				I			
0001392941-25-000018	2844173	Common Stock				40426120.0				I			
0001392941-25-000018	2844172	Common Stock				607399.0				D		By Spouse	
0000354963-25-000285	2844644	Common Stock				38.0				I		Spouse	
0001090872-25-000081	2844351	Common Stock				2607.69				I		By Spouse	
0000086312-25-000087	2844225	Common Stock				340.5				I		401(k) Plan	
0000086312-25-000086	2844240	Common Stock				1702.64				I		401(k) Plan	
0001106578-25-000035	2844521	Common Stock				45596.0				I		by Trust	F9
0001106578-25-000035	2844522	Common Stock				15962.0				I		by Trust	F10
0001106578-25-000035	2844520	Common Stock				258117.0				I		by Trust	F8
0001106578-25-000035	2844519	Common Stock				324518.0				I		by Trust	F7
0001106578-25-000035	2844518	Common Stock				166.0				I		by Spouse	
0001184575-25-000007	2844140	Common Stock				15000.0				I		By Spouse	F3
0001184575-25-000007	2844139	Common Stock				2060.7				I		401(K) Plan	F2
0001214659-25-017401	2844606	Common Stock				274905.0				I		By Ault & Company, Inc.	F1
0001214659-25-017401	2844607	13% Series D Cumulative Redeemable Perpetual Preferred Stock				116.0				D			
0001094581-25-000015	2844229	Common Stock				67427.0				D			
0001193125-25-303939	2844715	Common Stock				1500.0				I		Held in Trust	
0001090872-25-000077	2844362	Common Stock				40.19				I		Gonsalves Trust	F4
0001903389-25-000003	2844553	Common stock				1583.0				I		Indirectly in the Company's 401k plan.	
