ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001470831-25-000237	2833509	Common Stock				589210.0	F3, F2			I		See footnote	F3, F2
0001403161-25-000066	2833572	Class A Common Stock				0.0				D			
0001193125-25-223226	2833534	Common Stock, par value $0.003 per share				0.0				D			
0000752642-25-000099	2833646	UMH Properties, Inc.				57023.48	F1			D		Held by Spouse	
0000752642-25-000099	2833647	UMH Properties, Inc.				5535.45	F2			I			
0002089093-25-000003	2833602	Common Stock, Par Value $.001 Per Share				0.0				D			
0001718260-25-000003	2833533	Common Stock				3866.0				I		By Benefit Plan Trust	
0001718260-25-000003	2833532	Common Stock				832.0				I		By Benefit Plan Trust.	
0001247567-25-000003	2833573	Common Stock				3.0				I		By Son	
0000752642-25-000098	2833564	UMH Properties, Inc.				25165.81	F1			D			
0001441791-25-000003	2833537	Common Stock				11079.0				I		By Benefit Plan Trust.	
0001441791-25-000003	2833538	Common Stock				11815.0				I		By Benefit Plan Trust	
0002089093-25-000002	2833641	Common Stock, Par Value $.001 Per Share				0.0				D			
0001855767-25-000010	2833540	Class A Common Stock				240000.0				I			
0001855767-25-000010	2833539	Class A Common Stock				29918585.0				D		by Spouse	
0000029644-25-000100	2833505	Common Stock				8552.0				I		By Benefit Plan Trust	
0000029644-25-000100	2833506	Common Stock				1564.0				I		By Benefit Plan Trust.	
0002089093-25-000001	2833527	Shares of Beneficial Interest, Par Value $.001 per share				0.0				D			
0001381197-25-000135	2833596	Class A common stock				2885496.0	F7			D			
0000752642-25-000097	2833531	UMH Properties, Inc.				12992.09	F1			D			
0001287032-25-000289	2833614	COMMON STOCK				372363.4				I		By Spouse	
0001213900-25-093045	2833636	Common Stock				338636.0				I		See footnotes	F3, F2, F1, F4
0000752642-25-000096	2833592	UMH Properties, Inc.				12098.66	F3			I		Held by Spouse	
0000752642-25-000096	2833593	UMH Properties, Inc.				41338.5	F4			I		Held with Spouse	
0000752642-25-000096	2833595	UMH Properties, Inc.				48000.0				I		Co-Manager of EWL Grandchildren Fund LLC	
0000752642-25-000096	2833594	UMH Properties, Inc.				50060.12	F5			I		The Landy 2022 Family Trust	
0001079973-25-001510	2833511	Common Stock				62106.0				I		By Dolphin Digital Media Holdings, LLC	F3
0001079973-25-001510	2833510	Common Stock				54535.0				I		By Dolphin Entertainment, LLC	F2
0000752642-25-000095	2833529	UMH Properties, Inc.				48000.0				I		Co-Manager of EWL Grandchildren Fund LLC	
0000752642-25-000095	2833528	UMH Properties, Inc.				18310.2				I		Account is C/F Son Aaron	
0001225208-25-008151	2833507	Common Stock				105.34	F1			I		By 401(k) Plan	
0001225208-25-008150	2833536	Common Stock				52196.0				D			
0001225208-25-008149	2833565	Common Stock				22316.23	F1			D			
0001193125-25-222275	2833554	Class A-I Limited Partnership Units				9071.91				D			
0001821974-25-000003	2833500	Class B Common Stock				3061782.0				I			
0001821974-25-000003	2833499	Class A Common Stock				50883.0				D		By Trust	
0001106578-25-000013	2833424	Common Stock				166.0				I		by Spouse	
0001106578-25-000013	2833425	Common Stock				324518.0				I		by Trust	F6
0001106578-25-000013	2833427	Common Stock				45596.0				I		by Trust	F8
0001106578-25-000013	2833428	Common Stock				15962.0				I		by Trust	F9
0001106578-25-000013	2833426	Common Stock				258117.0				I		by Trust	F7
0001803392-25-000005	2833442	Common Stock				420.0				I		By daughter	
0001803392-25-000005	2833441	Common Stock				420.0				I		By daughter	
0001561563-25-000015	2833451	Common Stock				95759.93	F1, F2			I		by Trust	
0001213900-25-092557	2833383	Common Stock				200000.0				I		The PVBQ Living Trust	F3
0001104659-25-093996	2833502	Common Stock, par value $0.0001 per share				1128972.0				I		(see footnote)	F3
0001104659-25-093996	2833501	Common Stock, par value $0.0001 per share				1328288.0				I		(see footnote)	F3
0001104659-25-093996	2833503	Common Stock, par value $0.0001 per share				27037562.0				I		(see footnote)	F3
0001728451-25-000008	2833384	Class B Common Stock				384.0				D			
0001104659-25-093993	2833386	Class A Common Stock				9202863.0				I		Footnotes	F5, F4, F3, F9
0000921895-25-002629	2833352	Class A common stock				10850000.0				D			
0001079848-25-000010	2833389	Common Stock				132257.0				I		By Spouse	
0001079848-25-000010	2833388	Common Stock				12835433.0				D			
0001079848-25-000010	2833390	Common Stock				22015000.0				I		By Limited Partnerships	
0001816739-25-000004	2833380	Class A Common Stock				15469.0	F1			D		By Alpine Fox LP	F2
0001816739-25-000004	2833381	Class A Common Stock				40000.0				I			
0001268406-25-000015	2833355	Common Stock				701514.0				I		By JAMEB, LP, a limited partnership jointly owned by Reporting Person and his spouse	
0001268406-25-000015	2833356	Common Stock				34000.0				I		By the James A. Burke 2012 Irrevocable Trust, dated 12/03/2012	
0001268406-25-000015	2833357	Common Stock				259.0				I		By the Marti E. Burke 2012 Irrevocable Trust, dated 10/16/2012	
0001402348-25-000005	2833485	Common Stock				153226.0	F4			D		Trust	F5
0001402348-25-000005	2833492	Common Stock				83014.0				I			
0001402348-25-000005	2833491	Common Stock				91058.0				I		Foundation	F11
0001402348-25-000005	2833490	Common Stock				6384.0				I		Trust	F10
0001402348-25-000005	2833486	Common Stock				506283.0	F2			I		Trust	F6
0001402348-25-000005	2833487	Common Stock				78893.0				I		Trust	F7
0001402348-25-000005	2833488	Common Stock				91058.0				I		Trust	F8
0001402348-25-000005	2833489	Common Stock				16300.0				I		LLC	F9
0001104659-25-093973	2833373	Common Units				5203915.0				I		See Footnotes	F2, F3, F4
0001104659-25-093973	2833372	Common Units				25407349.0				I		See Footnotes	F1, F3, F4
0000100517-25-000176	2833466	Common Stock				5000.0				I		See Footnote	F3
0000100517-25-000176	2833467	Common Stock				8000.0				I		See Footnote	F4
0001213900-25-092493	2833354	Common Stock				13045.0	F1			D			
0001213900-25-092491	2833454	Common Stock				0.0	F1			D			
0001213900-25-092488	2833375	Common Stock				0.0	F1			D			
0001193125-25-220842	2833417	Class A Common Stock				333.0				D			
0001728451-25-000007	2833495	Class B Common Stock				122308.0				I		By Jain Foundation Inc. (Non-Profit Corporation)	
0001283699-25-000143	2833484	Common Stock				40026.0	F1			D			
0001721702-25-000004	2833419	Common Stock				7253244.0				D			
0001402256-25-000007	2833455	Common Stock				0.0				D			
0001108524-25-000137	2833453	Common Stock				10000000.0				I	F8	By Marc Benioff Fund LLC	
0001108524-25-000137	2833452	Common Stock				107000.0				I		By Trust	
0001104659-25-093914	2833379	Common Stock, $0.001 par value				4596900.0				I			
0001104659-25-093914	2833376	Common Stock, $0.001 par value				3492.0	F8			D		See Footnote	F10
0001104659-25-093914	2833378	Common Stock, $0.001 par value				12272030.0				I		See Footnote	F12
0001104659-25-093914	2833377	Common Stock, $0.001 par value				31429540.0				I		See Footnote	F11
0001193125-25-220756	2833368	Common Stock				0.0	F1			D			
0001213900-25-092422	2833447	Common Stock				58884.0				I		By Deutsche Balaton Aktiengesellschaft	F3
0001213900-25-092422	2833446	Common Stock				400000.0				I		By Biofrontera AG	F1, F2
0001628280-25-042953	2833438	Common Stock				199587.0	F1			D			
0001128928-25-000019	2833476	Common Stock				123574.31	F4			I			
0001128928-25-000019	2833474	Common Stock				6681.72	F5			I		By Spouse	F6
0001128928-25-000019	2833473	Common Stock				1161818.28	F4			D		By 401(k)	
0001128928-25-000019	2833475	Common Stock				22088.0				I		By Trusts for Minor Children	F6, F7
0001213900-25-092403	2833481	Common Stock				58884.0				D		By Biofrontera AG	F1
0001213900-25-092403	2833482	Common Stock				400000.0				I			
0001283699-25-000140	2833358	Common Stock				0.0				D			
0001193125-25-220710	2833468	Class A Shares				800.0				D			
0001193125-25-220708	2833439	Class I common shares of beneficial interest				8000.0				D			
0002078870-25-000002	2833366	Common Stock				39960337.0				I		Mary Alice Dorrance Malone Revocable Trust	F5
0002078870-25-000002	2833365	Common Stock				1333.0				I		Hera Management LLC	F4
0002078870-25-000002	2833364	Common Stock				13230543.0				I		Contango Limited LP	F3
0002078870-25-000002	2833363	Common Stock				14554.0				I		1984 Trust fbo Catherine Dorrance Malone	F2
0002078870-25-000002	2833361	Common Stock				467147.0				I		GRAT 9 Follow-On Trust fbo Mary Alice Malone, Jr.	F1
0002078870-25-000002	2833362	Common Stock				14554.0				I		1984 Trust fbo Mary Alice Malone, Jr.	F1
0001214659-25-014254	2833423	Common Stock				141497.49	F5, F4			D			
0001214659-25-014254	2833420	Common  Stock				41194.0	F1			I		By Gould Investors L.P. pension trust	
0001214659-25-014254	2833422	Common  Stock				20874.0	F3			I		By BRT Apartments Corp. Pension Trust	
0001214659-25-014254	2833421	Common  Stock				250566.0	F2			I		By REIT Mgt. Corp. pension and profit sharing trusts	
0001214659-25-014253	2833351	Common Stock				4169.0	F4			I			
0001214659-25-014253	2833349	Common Stock				19438.0	F2			I		By REIT Mgt. Corp. pension and profit sharing trusts	
0001214659-25-014253	2833350	Common Stock				155033.0	F3			I		By BRT Apartments Corp. Pension Trust	
0001214659-25-014253	2833348	Common Stock				90245.87	F1			D		By Gould Investors L.P. pension trust	
0001214659-25-014246	2833469	Common Stock				5000.0				I		By Alpha Structured Finance LP	F2
0001214659-25-014246	2833470	Common Stock				4000.0				I		By Ault & Company, Inc.	F3
0002087382-25-000005	2833450	Common Stock				0.0				D			
0000807249-25-000132	2833402	Series A Common Stock				12000.0				D	F3	By: Investment Partnership I	F2
0000807249-25-000132	2833403	Series A Common Stock				42000.0				D	F4	By: Investment Partnership II	F2
0000807249-25-000132	2833404	Series A Common Stock				27152.0				D	F5	By: Investment Partnership IV	F2
0000807249-25-000132	2833405	Series A Common Stock				15000.0				I		By: Investment Partnership V	F2
0000807249-25-000132	2833406	Series A Common Stock				12500.0				I			
0000807249-25-000132	2833407	Series A Common Stock				20000.0				I			
0000807249-25-000132	2833408	Series A Common Stock				2800.0				I			
0002086403-25-000004	2833395	Common Stock				18000.0	F1			D		Benjamin Albert Declaration of Trust Dated 7-13-2018	F2
0002086403-25-000004	2833396	Common Stock				92870.0				D		Albert Family Trust	F3
0002086403-25-000004	2833397	Common Stock				148198.0				I			
0002086403-25-000004	2833398	Common Stock				28697.0				I			
0001959910-25-000008	2833477	Common Stock				9220.0				I		By Retirement Savings Plan Trust	
0001383493-25-000005	2833391	Common Stock				437692.0				I		ADvB 2016 GRAT	
0001383493-25-000005	2833394	Common Stock				180000.0				I		Spousal Trust	F3
0001383493-25-000005	2833392	Common Stock				2857.0				I		Family management company	F1
0001383493-25-000005	2833393	Common Stock				3944.0				I		Family management company	F2
0001245786-25-000004	2833347	Common Stock				31295.0				I			
0001245786-25-000004	2833345	Common Stock				19013.0				D		By Wife	
0001245786-25-000004	2833346	Common Stock				23070.0				I		By GRAT	F3
0001206513-25-000014	2833448	Common Stock				61200.0				I		by Spouse	
0001193125-25-220638	2833370	Class B Shares				58682925.0				I		See Footnotes	F1, F3, F4, F2
0001193125-25-220638	2833369	Class A Shares				3411735.0				I		See Footnotes	F1, F3, F4, F2
0001855767-25-000009	2833494	Class A Common Stock				240000.0				I			
0001855767-25-000009	2833493	Class A Common Stock				29918585.0				D		by Spouse	
0001437749-25-029942	2833463	Common Stock Holding				18334.0				I		Knox Trust u/a/d 08-16-2007	
0001437749-25-029942	2833464	Common Stock Holding				18334.0				I		Bobby and Melissa Frist Children's 2012 GST-Exempt Trust	
0001437749-25-029942	2833465	Common Stock Holding				595000.0				I			
0001437749-25-029942	2833462	Common Stock Holding				18334.0				I		Marie Trust u/a/d 08-16-2007	
0001437749-25-029942	2833456	Common Stock Holding				4749502.0				D		The Carolyn Marie Frist 2005 Vested Trust	
0001437749-25-029942	2833457	Common Stock Holding				10000.0				I		The Cate Merriman Frist 2005 Vested Trust	
0001437749-25-029942	2833458	Common Stock Holding				10000.0				I		The Eleanor Knox Frist 2005 Vested Trust	
0001437749-25-029942	2833459	Common Stock Holding				10000.0				I		By grantor retained annuity trust (1)	
0001437749-25-029942	2833460	Common Stock Holding				0.0				I		Louise Trust u/a/d 08-16-2007	
0001437749-25-029942	2833461	Common Stock Holding				18335.0				I		Merriman Trust u/a/d 08-16-2007	
0001437749-25-029941	2833344	Common Stock Holding				29932.0				D			
0001437749-25-029940	2833371	Common Stock Holding				49482.0				D			
0001335782-25-000010	2833434	Common				6777.0				I		By Son	
0001335782-25-000010	2833435	Common				395970.0				I		By Wife's Trust for Children and Reporting Person	
0001335782-25-000010	2833433	Common				5233.0				I		By Trust for Wife	
0001335782-25-000010	2833431	Common				57270.0				I		By Wife's Trust for Children	
0001335782-25-000010	2833432	Common				173466.0				I		By Marital Trust	
0001335782-25-000010	2833429	Common				5773.87	F3			I		By 401(k)	
0001335782-25-000010	2833430	Common				415203.0				I		By Trust for Children	
0001437749-25-029939	2833472	Common Stock Holding				17137.0				D			
0002035408-25-000005	2833449	Class A Common Stock				150.53	F3			I		By 401(k) plan	
0001812000-25-000004	2833496	Class A Common Stock				2017.58	F3			I		By 401(k) Plan	
0001437749-25-029938	2833418	Common Stock Holding				32353.0				D			
0002017986-25-000003	2833410	Class A Common Stock				171.72	F3			I		By 401(k) plan	
0002043251-25-000003	2833353	Class A Common Stock				2134.14	F3			I		By 401(k) Plan	
0001437749-25-029937	2833387	Common Stock Holding				27931.0				D			
0001984161-25-000003	2833478	Class A Common Stock				20.57	F3			I		By 401(k) plan	
0001598108-25-000005	2833436	Common				65178.0	F1			I		By Family Trust	
0001437749-25-029936	2833382	Common Stock Holding				29540.0				D			
0001827672-25-000003	2833437	Common Stock				53635.0				D			
0001437749-25-029935	2833471	Common Stock Holding				16026.0				D			
0001193125-25-220465	2833360	Common Stock				1372.0				I		By spouse	
0001849709-25-000004	2833367	Class A Common Stock				113882.0				I		See footnote	F3
0001213900-25-092326	2833480	Class A Common Stock				931674.0				I			
0001213900-25-092326	2833479	Class A Common Stock				800000.0				D		See footnote	F2
0001683168-25-007260	2833401	Common Stock				1689.0				I		Through a grantor retained annuity trust	
0001683168-25-007260	2833400	Common Stock				1689.0				I		Through a grantor retained annuity trust	F3
0001683168-25-007260	2833399	Common Stock				9622.0				I		Through a revocable trust	
0001683168-25-007259	2833416	Common Stock				97686.0				I		The Douglas Lebda Revocable Trust	F4
0001683168-25-007259	2833415	Common Stock				300000.0				I		Through 2021 Lebda Family Holdings LLC	F3
0001683168-25-007259	2833411	Common Stock				5808.0				I		By Spouse	F2
0001683168-25-007259	2833414	Common Stock				12524.0				I		Through Lebda Family Holdings II, LLC	F3
0001683168-25-007259	2833413	Common Stock				1325000.0				I		Through Lebda Family Holdings, LLC	F3
0001683168-25-007259	2833412	Common Stock				433159.0				I		Through 2022 Lebda Family Holdings, LLC	F3
0001287032-25-000282	2833440	COMMON STOCK				372363.4				I		By Spouse	
0001332596-25-000023	2833374	Common Stock				4350000.0				I		EssigPR, Inc.	
0001084991-25-000133	2833359	Common Stock				114213.0				I		Rabbi Trust	
0001213900-25-092287	2833483	Class I Shares of Beneficial Interests				10000.0				D	F1		
0002087890-25-000001	2833497	Common Stock				5000000.0				D			
0001193125-25-219805	2833444	Common Shares				1421.0				I		By Alexa M. Anderson Separate Trust	
0001193125-25-219805	2833445	Common Shares				436.0				I		By spouse	
0001193125-25-219805	2833443	Common Shares				1421.0				I		By Cameron Taff Anderson Separate Trust	
0001403694-25-000012	2833409	Common Stock				11136.0				I		By spousal trust	F3
0001193125-25-219715	2833385	Common Shares				253.88				I		By Spouse	
0001615594-25-000111	2833498	Class A Common Stock				0.0				D			
0001683168-25-007243	2833299	COMMON STOCK, PAR VALUE $0.001				1000000.0				D			
